Sample no,RSN,fc (MPa),fy (MPa),Ab (m2),Ac (m2),Lx (m),Ly (m),Lz (m),Nx,Ny,Nz,Ap (m2),AR,Kfc,ρ,Tm (sec),PGA (g),PGV (cm/sec),PGV/PGA (sec),A RMS (g),V RMS (cm/sec),IA,CAV (cm/sec),Tpred (sec),Dsig (sec),Sa(T1) (g),T1 (s),T2 (s),T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR,Max_Park_Ang_DI_storey,Park_Ang_DI
2,960,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.06142,0.35191,0.34981,0.31432,0.62779,0.50358,0.49586,1800.517,1.292,0.731,0,0,1.292,53.292,28.565
2,962,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.79323,0.35191,0.34981,0.31432,0.55297,0.48933,0.46389,1883.774,2.085,0.623,0,0,2.085,100,77.711
2,990,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.97449,0.35191,0.34981,0.31432,0.63338,0.49576,0.49396,1776.315,1.071,0.564,0,0,1.071,43.331,21.718
2,998,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.92044,0.35191,0.34981,0.31432,0.64287,0.49295,0.49135,1792.49,1.113,0.665,0,0,1.113,27.825,14.787
2,1045,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.89598,0.35191,0.34981,0.31432,0.61669,0.49346,0.49059,1896.67,2.042,0.615,0,0,2.042,84.937,42.868
2,1052,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.86685,0.35191,0.34981,0.31432,0.63525,0.49171,0.48731,1801.299,1.086,0.566,0,0,1.086,39.404,19.702
2,2476,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.69787,0.35191,0.34981,0.31432,0.60073,0.46167,0.4569,1647.844,0.735,0.548,0,0,0.735,7.069,7.069
2,2510,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.73676,0.35191,0.34981,0.31432,0.64635,0.50314,0.49626,1757.885,1.197,0.566,0,0,1.197,65.384,32.729
2,2990,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.85729,0.35191,0.34981,0.31432,0.64686,0.5088,0.50205,1879.663,1.853,0.542,0,0,1.853,100,100
2,3282,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.67409,0.35191,0.34981,0.31432,0.64726,0.50558,0.50033,1849.294,1.613,0.573,0,0,1.613,69.05,34.574
2,3285,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.92105,0.35191,0.34981,0.31432,0.65368,0.50914,0.50407,1802.209,1.593,0.693,0,0,1.593,100,61.716
