Sample no,RSN,fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,Bay_Width_X_m,Bay_Width_Y_m,Bay_Width_Z_m,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio,T mean (sec),Max Aceleration (g),Max Velocity (cm/sec),Vmax/Amax (sec),Acceleration RMS (g),Velocity RMS (cm/sec),Arias Intensity,Cum. Abs. Velocity (cm/sec),Predominant Period (sec),Significant Duration (sec),Sa_T1 (g),Initial_T1 (s),Initial_T2 (s),Initial_T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR_all_floor,Max_Park_Ang_DI_storey,Park_Ang_DI
108,4455,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.44729,0.8641,0.84327,0.74922,1.34154,1.06897,1.02997,243.534,1.28,1.29,2.006,0.0,2.006,92.389,76.181
112,1045,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.7317,0.87939,0.8304,0.74508,1.40198,1.10079,1.04629,263.018,4.004,2.069,2.949,0.0,4.004,100.0,100.0
112,1052,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.44018,0.87939,0.8304,0.74508,1.29325,1.03674,0.97112,213.767,1.188,1.224,2.298,0.0,2.298,100.0,94.797
108,4458,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.78042,0.8641,0.84327,0.74922,1.41661,1.11375,1.08986,282.874,3.313,1.578,3.059,0.0,3.313,100.0,100.0
101,2990,15.0,415.0,0.07475,0.0529,2.6,4.5,3.2,3,2,3,70.2,0.86667,0.0085518,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,1.02901,0.87689,0.78541,0.71553,1.44505,1.09625,1.0591,329.554,4.529,2.071,3.27,0.0,4.529,100.0,100.0
108,4863,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.46182,0.8641,0.84327,0.74922,1.26777,1.03933,0.988,227.532,1.043,1.029,2.077,0.0,2.077,100.0,100.0
112,2476,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.78811,0.87939,0.8304,0.74508,1.41551,1.11742,1.05349,274.775,8.078,1.584,3.027,0.0,8.078,100.0,100.0
122,2990,15.0,415.0,0.07475,0.0529,2.6,2.6,3.2,5,2,4,67.6,2.5,0.0085518,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,1.06656,0.89318,0.83772,0.78219,1.44163,1.21476,1.14831,454.035,2.28,1.281,6.901,0.531,6.901,100.0,100.0
108,5117,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.87103,0.8641,0.84327,0.74922,1.42816,1.1239,1.10597,296.341,5.85,1.497,3.691,0.0,5.85,100.0,100.0
112,2510,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.79421,0.87939,0.8304,0.74508,1.43176,1.12249,1.06438,270.943,7.052,1.47,2.063,0.0,7.052,100.0,100.0
101,3282,15.0,415.0,0.07475,0.0529,2.6,4.5,3.2,3,2,3,70.2,0.86667,0.0085518,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.80052,0.87689,0.78541,0.71553,1.41368,1.08944,1.05291,340.075,7.587,1.938,5.15,0.0,7.587,100.0,100.0
118,5665,15.0,415.0,0.07475,0.0529,3.6,2.6,3.0,5,2,4,93.6,3.46154,0.0085518,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.88536,0.94414,0.91607,0.83456,1.56202,1.35299,1.27329,520.553,4.807,1.306,7.574,0.619,7.574,100.0,100.0
104,5117,15.0,415.0,0.07475,0.0529,2.6,3.6,3.2,3,3,3,84.24,0.72222,0.0085518,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.91279,0.79619,0.74908,0.66586,1.32173,1.03902,0.98134,443.668,5.159,1.578,4.662,0.0,5.159,100.0,100.0
