PGA (g),PoE(IO),PoE(LS),PoE(CP)
0.6886886886886887,0.9991967591683927,0.9659181163641496,0.6970334800530508
0.6906906906906907,0.9992154822469372,0.9664241117052415,0.6989182644438712
0.6926926926926927,0.9992337502867573,0.9669224697456431,0.7007923141296303
0.6946946946946947,0.9992515747779632,0.9674133052362388,0.702655666977082
0.6966966966966966,0.9992689669104187,0.9678967312773216,0.7045083611912376
0.6986986986986987,0.9992859375818216,0.9683728593392678,0.706350435303708
0.7007007007007007,0.9993024974055634,0.9688417992830639,0.7081819281612551
0.7027027027027027,0.9993186567183706,0.969303659380683,0.7100028789145504
0.7047047047047047,0.9993344255877364,0.9697585463353069,0.711813327007135
0.7067067067067067,0.9993498138191482,0.9702065653013919,0.7136133121645832
0.7087087087087087,0.9993648309631155,0.9706478199045745,0.7154028743838621
0.7107107107107107,0.9993794863220047,0.9710824122614158,0.7171820539228865
0.7127127127127127,0.9993937889566867,0.9715104429989808,0.7189508912902682
0.7147147147147147,0.9994077476930011,0.9719320112742523,0.7207094272352538
0.7167167167167167,0.9994213711280432,0.9723472147933756,0.7224577027378505
0.7187187187187187,0.9994346676362788,0.972756149830733,0.7241957589991368
0.7207207207207207,0.9994476453754905,0.9731589112478475,0.725923637431755
0.7227227227227228,0.9994603122925618,0.9735555925121127,0.727641379650585
0.7247247247247247,0.999472676129103,0.9739462857153478,0.7293490274635915
0.7267267267267267,0.9994847444269209,0.9743310815921779,0.731046622862851
0.7287287287287287,0.9994965245333421,0.9747100695382365,0.7327342080157465
0.7307307307307307,0.9995080236063882,0.9750833376281919,0.734411825256334
0.7327327327327328,0.9995192486198102,0.9754509726335935,0.7360795170768756
0.7347347347347347,0.9995302063679857,0.9758130600405407,0.7377373261195377
0.7367367367367368,0.9995409034706824,0.9761696840671714,0.7393852951682516
0.7387387387387387,0.9995513463776909,0.9765209276809707,0.7410234671407328
0.7407407407407407,0.9995615413733323,0.9768668726158996,0.7426518850806599
0.7427427427427428,0.9995714945808418,0.9772075993893432,0.7442705921500077
0.7447447447447447,0.9995812119666337,0.9775431873188787,0.7458796316215325
0.7467467467467468,0.9995906993444499,0.9778737145388617,0.7474790468714101
0.7487487487487487,0.9995999623793956,0.9781992580168336,0.7490688813720199
0.7507507507507507,0.9996090065918658,0.9785198935697474,0.750649178684877
0.7527527527527528,0.9996178373613641,0.9788356958800146,0.7522199824537077
0.7547547547547547,0.9996264599302189,0.9791467385113709,0.7537813363976653
0.7567567567567568,0.999634879407198,0.9794530939245641,0.7553332843046885
0.7587587587587588,0.9996431007710253,0.9797548334928625,0.7568758700249937
0.7607607607607607,0.9996511288738026,0.9800520275173839,0.758409137464706
0.7627627627627628,0.9996589684443389,0.9803447452422488,0.7599331305796208
0.7647647647647647,0.9996666240913881,0.9806330548695553,0.7614478933690971
0.7667667667667668,0.9996741003068011,0.9809170235741774,0.7629534698700823
0.7687687687687688,0.999681401468592,0.9811967175183887,0.7644499041512594
0.7707707707707707,0.9996885318439204,0.9814722018663105,0.7659372403073237
0.7727727727727728,0.9996954955919949,0.981743540798186,0.7674155224533807
0.7747747747747747,0.9997022967668974,0.9820107975244822,0.7688847947194642
0.7767767767767768,0.9997089393203313,0.9822740342998189,0.7703451012451756
0.7787787787787788,0.9997154271042958,0.982533312436727,0.7717964861744389
0.7807807807807807,0.9997217638736884,0.9827886923192374,0.7732389936503714
0.7827827827827828,0.9997279532888368,0.9830402334162996,0.7746726678102696
0.7847847847847848,0.9997339989179637,0.9832879942950341,0.7760975527807031
0.7867867867867868,0.9997399042395846,0.9835320326338165,0.7775136926727229
0.7887887887887888,0.9997456726448415,0.9837724052351977,0.7789211315771736
0.7907907907907907,0.9997513074397741,0.9840091680386589,0.7803199135601153
0.7927927927927928,0.9997568118475304,0.9842423761332032,0.7817100826583476
0.7947947947947948,0.9997621890105169,0.9844720837697865,0.7830916828750378
0.7967967967967968,0.9997674419924932,0.984698344373587,0.78446475817545
0.7987987987987988,0.9997725737806089,0.9849212105561161,0.7858293524827726
0.8008008008008007,0.9997775872873866,0.9851407341271703,0.7871855096740454
0.8028028028028028,0.9997824853526528,0.9853569661066278,0.7885332735761819
0.8048048048048048,0.9997872707454154,0.9855699567360898,0.789872687962085
0.8068068068068068,0.9997919461656936,0.9857797554903663,0.7912037965468581
0.8088088088088088,0.9997965142462962,0.9859864110888121,0.7925266429841058
0.8108108108108109,0.9998009775545558,0.9861899715065091,0.7938412708623241
0.8128128128128128,0.9998053385940137,0.9863904839853007,0.7951477237013806
0.8148148148148148,0.9998095998060622,0.9865879950446772,0.7964460449490802
0.8168168168168168,0.9998137635715425,0.986782550492515,0.7977362779778161
0.8188188188188188,0.9998178322123,0.986974195435669,0.7990184660813051
0.8208208208208209,0.999821807992699,0.9871629742904233,0.8002926524714055
0.8228228228228228,0.9998256931210964,0.9873489307927971,0.8015588802750142
0.8248248248248248,0.9998294897512771,0.9875321080087108,0.8028171925310461
0.8268268268268268,0.999833199983851,0.9877125483440129,0.8040676321874897
0.8288288288288288,0.9998368258676135,0.9878902935543673,0.8053102420985389
0.8308308308308309,0.9998403694008696,0.9880653847550055,0.8065450650218029
0.8328328328328328,0.9998438325327232,0.9882378624303423,0.8077721436155875
0.8348348348348348,0.9998472171643326,0.9884077664434584,0.8089915204362504
0.8368368368368369,0.9998505251501323,0.9885751360454509,0.8102032379356283
0.8388388388388388,0.9998537582990237,0.9887400098846524,0.8114073384585327
0.8408408408408409,0.9998569183755334,0.988902426015721,0.812603864240317
0.8428428428428428,0.9998600071009417,0.9890624219086025,0.8137928574045092
0.8448448448448448,0.9998630261543809,0.9892200344573656,0.8149743599605117
0.8468468468468469,0.9998659771739058,0.989375299988913,0.8161484138013675
0.8488488488488488,0.9998688617575343,0.9895282542715679,0.8173150607015888
0.8508508508508509,0.999871681464263,0.989678932523539,0.81847434231505
0.8528528528528528,0.9998744378150543,0.9898273694212646,0.8196263001729414
0.8548548548548548,0.9998771322937988,0.9899735991076375,0.8207709756817843
0.8568568568568569,0.9998797663482523,0.9901176552001119,0.821908410121506
0.8588588588588588,0.9998823413909471,0.9902595707986941,0.8230386446435711
0.8608608608608609,0.9998848588000825,0.9903993784938177,0.8241617202691742
0.8628628628628628,0.9998873199203884,0.9905371103741056,0.8252776778874837
